system,schema,query,framework,theta,overhead,sql_s,orm_s,rows,blocks
mysql,indexed,Q21,django,0.006900894793002127,0.6924760834903388,3.153678,3.1769415,100,8
mysql,indexed,Q21,sqlalchemy,0.0030294524429451885,0.30340458713502705,3.145371,3.154888,100,8
mysql,indexed,Q22,django,0.06018803401570984,6.203622670797709,0.36470400000000003,0.38778650000000003,7,8
mysql,indexed,Q22,sqlalchemy,0.008601332516830875,0.863843026443511,0.36266,0.36573449999999996,7,8
mysql,non-indexed,Q01,django,-0.007447942609207352,-0.7420275415154258,27.390187,27.19582,4,8
mysql,non-indexed,Q01,sqlalchemy,0.001120389141057708,0.11210170114358978,27.2065495,27.150871000000002,4,8
mysql,non-indexed,Q02,django,0.01757415996499077,1.772949413588255,0.245836,0.250459,100,8
mysql,non-indexed,Q02,sqlalchemy,0.024326372047823175,2.46246721782158,0.2454465,0.251571,100,8
mysql,non-indexed,Q03,django,-0.0011217072153587222,-0.11210783369813443,13.458769,13.4752125,10,8
mysql,non-indexed,Q03,sqlalchemy,0.0006099275010312838,0.061011354463198775,13.487754500000001,13.4892745,10,8
mysql,non-indexed,Q04,django,-0.0013489229313135061,-0.13480135437200805,16.692948,16.707743,5,8
mysql,non-indexed,Q04,sqlalchemy,-0.0003547512528626783,-0.03546883360771306,16.813937000000003,16.7575365,5,8
mysql,non-indexed,Q05,django,0.035719443480884114,3.6365046729902906,35.534741999999994,36.7465205,5,8
mysql,non-indexed,Q05,sqlalchemy,-0.000933673041648909,-0.09332373045970883,35.4931845,35.4328905,5,8
mysql,non-indexed,Q06,django,0.15338078539674685,16.576880217252317,6.614115999999999,7.7188695,1,8
mysql,non-indexed,Q06,sqlalchemy,0.01825267974716893,1.8420278059336108,6.576013,6.690923,1,8
mysql,non-indexed,Q07,django,-0.12954816592717192,-12.150772599769258,20.6401385,18.099933,4,8
mysql,non-indexed,Q07,sqlalchemy,-0.002164496602904893,-0.21621557693462537,20.7358395,20.675944,4,8
mysql,non-indexed,Q08,django,0.007154391286821705,0.7180045086779484,63.753169,64.149686,2,8
