benchmark,dbms,schema_config,transaction_id,name,framework,path,concurrency,duration_s,committed,aborted,abort_pct,qpm,qps,p50_ms,p95_ms,note
tpcc,postgresql,non-indexed,T2,Payment,sqlalchemy,orm,16,60,10502,0,0.0,10490.9,174.85,102.327,164.229,
tpcc,postgresql,non-indexed,T2,Payment,sqlalchemy,sql,16,60,33505,0,0.0,33487.8,558.13,28.1,71.193,
tpcc,postgresql,non-indexed,T3,Order-Status,django,orm,16,60,18059,0,0.0,18036.9,300.62,58.337,106.665,
tpcc,postgresql,non-indexed,T3,Order-Status,django,sql,16,60,51220,0,0.0,51171.5,852.86,18.755,45.52,
tpcc,postgresql,non-indexed,T3,Order-Status,sqlalchemy,orm,16,60,19949,0,0.0,19938.2,332.3,53.784,90.201,
tpcc,postgresql,non-indexed,T3,Order-Status,sqlalchemy,sql,16,60,49026,0,0.0,49014.8,816.91,21.028,42.114,
tpcc,postgresql,non-indexed,T4,Delivery,django,orm,16,60,1072,0,0.0,1057.4,17.62,849.783,2570.589,new_order 879345 -> 869587
tpcc,postgresql,non-indexed,T4,Delivery,django,sql,16,60,10110,0,0.0,10059.6,167.66,89.595,255.426,new_order 879345 -> 787423
tpcc,postgresql,non-indexed,T4,Delivery,sqlalchemy,orm,16,60,942,0,0.0,929.5,15.49,985.822,2776.075,new_order 879345 -> 870782
tpcc,postgresql,non-indexed,T4,Delivery,sqlalchemy,sql,16,60,3621,0,0.0,3604.6,60.08,257.334,669.904,new_order 879345 -> 846359
tpcc,postgresql,non-indexed,T5,Stock-Level,django,orm,16,60,10667,0,0.0,10652.2,177.54,99.159,180.08,
tpcc,postgresql,non-indexed,T5,Stock-Level,django,sql,16,60,59650,0,0.0,59619.9,993.67,18.015,28.647,
tpcc,postgresql,non-indexed,T5,Stock-Level,sqlalchemy,orm,16,60,12948,0,0.0,12932.3,215.54,82.351,143.76,
tpcc,postgresql,non-indexed,T5,Stock-Level,sqlalchemy,sql,16,60,30029,0,0.0,30018.3,500.3,35.313,61.638,
tpcc,postgresql,non-indexed,T1,New-Order,django,orm,32,60,2609,0,0.0,2583.7,43.06,810.973,1557.713,
tpcc,postgresql,non-indexed,T1,New-Order,django,sql,32,60,17760,0,0.0,17647.6,294.13,117.503,230.286,
tpcc,postgresql,non-indexed,T1,New-Order,sqlalchemy,orm,32,60,2557,0,0.0,2533.6,42.23,832.558,1555.826,
tpcc,postgresql,non-indexed,T1,New-Order,sqlalchemy,sql,32,60,5606,0,0.0,5585.7,93.09,378.37,703.114,
tpcc,postgresql,non-indexed,T2,Payment,django,orm,32,60,9148,0,0.0,9124.2,152.07,190.74,588.941,
tpcc,postgresql,non-indexed,T2,Payment,django,sql,32,60,88046,0,0.0,87804.9,1463.41,17.045,73.92,
tpcc,postgresql,non-indexed,T2,Payment,sqlalchemy,orm,32,60,10758,0,0.0,10739.5,178.99,189.69,371.062,
tpcc,postgresql,non-indexed,T2,Payment,sqlalchemy,sql,32,60,33983,0,0.0,33941.4,565.69,47.319,180.737,
tpcc,postgresql,non-indexed,T3,Order-Status,django,orm,32,60,18301,0,0.0,18265.7,304.43,114.768,220.926,
tpcc,postgresql,non-indexed,T3,Order-Status,django,sql,32,60,48998,0,0.0,48924.7,815.41,38.782,95.677,
tpcc,postgresql,non-indexed,T3,Order-Status,sqlalchemy,orm,32,60,20398,0,0.0,20373.7,339.56,104.402,184.292,
tpcc,postgresql,non-indexed,T3,Order-Status,sqlalchemy,sql,32,60,49933,0,0.0,49898.6,831.64,40.097,87.963,
tpcc,postgresql,non-indexed,T4,Delivery,django,orm,32,60,1077,0,0.0,1048.6,17.48,1487.903,5713.651,new_order 907877 -> 898551
tpcc,postgresql,non-indexed,T4,Delivery,django,sql,32,60,9781,0,0.0,9673.6,161.23,177.504,589.843,new_order 907877 -> 823548
tpcc,postgresql,non-indexed,T4,Delivery,sqlalchemy,orm,32,60,956,0,0.0,925.8,15.43,1813.664,6081.729,new_order 907877 -> 899620
