benchmark,orm,query_id,query_name,dbms,schema_config,scale_factor,direct_sql_execution_s,total_orm_execution_s,overhead_percentage,rows_returned,sql_status,orm_status,status_note,campaign_id
tpch,SQLALCHEMY,Q10,Returned Item Reporting,Oracle,Indexed,1,0.950834,0.985037,3.39,20,ok,ok,,sf1
tpch,DJANGO,Q11,Important Stock Identification,Oracle,Indexed,1,0.283543,0.499477,76.06,1048,ok,ok,,sf1
tpch,SQLALCHEMY,Q11,Important Stock Identification,Oracle,Indexed,1,0.280597,0.506018,79.13,1048,ok,ok,,sf1
tpch,DJANGO,Q12,Shipping Modes and Order Priority,Oracle,Indexed,1,1.073456,0.408903,-61.86,2,ok,ok,,sf1
tpch,SQLALCHEMY,Q12,Shipping Modes and Order Priority,Oracle,Indexed,1,1.072939,0.399998,-62.7,2,ok,ok,,sf1
tpch,DJANGO,Q13,Customer Distribution,Oracle,Indexed,1,1.341384,,,,ok,not_expressible,not expressible in this ORM on this vendor (C17),sf1
tpch,SQLALCHEMY,Q13,Customer Distribution,Oracle,Indexed,1,1.336064,1.306702,-2.16,42,ok,ok,,sf1
tpch,DJANGO,Q14,Promotion Effect,Oracle,Indexed,1,0.745111,0.758391,1.42,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q14,Promotion Effect,Oracle,Indexed,1,0.747521,0.753594,0.57,1,ok,ok,,sf1
tpch,DJANGO,Q15,Top Supplier,Oracle,Indexed,1,0.770192,1.631521,106.77,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q15,Top Supplier,Oracle,Indexed,1,0.768727,1.933506,146.07,1,ok,ok,,sf1
tpch,DJANGO,Q16,Parts/Supplier Relationship,Oracle,Indexed,1,0.354625,0.379574,7.99,18314,ok,ok,,sf1
tpch,SQLALCHEMY,Q16,Parts/Supplier Relationship,Oracle,Indexed,1,0.360953,0.419582,16.54,18314,ok,ok,,sf1
tpch,DJANGO,Q17,Small-Quantity-Order Revenue,Oracle,Indexed,1,0.046523,0.053681,15.34,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q17,Small-Quantity-Order Revenue,Oracle,Indexed,1,0.046703,0.049427,5.92,1,ok,ok,,sf1
tpch,DJANGO,Q18,Large Volume Customer,Oracle,Indexed,1,2.270468,2.303058,1.52,57,ok,ok,,sf1
tpch,SQLALCHEMY,Q18,Large Volume Customer,Oracle,Indexed,1,2.272571,2.274665,0.15,57,ok,ok,,sf1
tpch,DJANGO,Q19,Discounted Revenue,Oracle,Indexed,1,0.093175,0.099127,5.6,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q19,Discounted Revenue,Oracle,Indexed,1,0.09304,0.098412,4.79,1,ok,ok,,sf1
tpch,DJANGO,Q20,Potential Part Promotion,Oracle,Indexed,1,0.872229,0.206575,-76.4,186,ok,ok,,sf1
tpch,SQLALCHEMY,Q20,Potential Part Promotion,Oracle,Indexed,1,0.867255,0.867582,0.09,186,ok,ok,,sf1
tpch,DJANGO,Q21,Suppliers Who Kept Orders Waiting,Oracle,Indexed,1,3.13871,2.626123,-11.56,100,ok,ok,,sf1
tpch,SQLALCHEMY,Q21,Suppliers Who Kept Orders Waiting,Oracle,Indexed,1,2.94297,3.070214,0.33,100,ok,ok,,sf1
tpch,DJANGO,Q22,Global Sales Opportunity,Oracle,Indexed,1,0.215315,0.315375,46.47,7,ok,ok,,sf1
tpch,SQLALCHEMY,Q22,Global Sales Opportunity,Oracle,Indexed,1,0.216676,0.22023,1.64,7,ok,ok,,sf1
tpcc,DJANGO,T1,New-Order,Oracle,Indexed,1,0.038294,0.072501,89.33,1,ok,ok,"drift: new_order +16, order +16, order_line +160 | drift: new_order +16, order +16, order_line +160",sf1
tpcc,SQLALCHEMY,T1,New-Order,Oracle,Indexed,1,0.027604,0.045568,65.08,1,ok,ok,"drift: new_order +16, order +16, order_line +160 | drift: new_order +16, order +16, order_line +160",sf1
tpcc,DJANGO,T2,Payment,Oracle,Indexed,1,0.00515,0.013169,155.71,1,ok,ok,drift: history +16 | drift: history +16,sf1
tpcc,SQLALCHEMY,T2,Payment,Oracle,Indexed,1,0.005973,0.012296,105.86,1,ok,ok,drift: history +16 | drift: history +16,sf1
tpcc,DJANGO,T3,Order-Status,Oracle,Indexed,1,0.007946,0.010524,32.44,1,ok,ok,,sf1
tpcc,SQLALCHEMY,T3,Order-Status,Oracle,Indexed,1,0.005526,0.008772,58.74,1,ok,ok,,sf1
tpcc,DJANGO,T4,Delivery,Oracle,Indexed,1,0.040919,0.111551,172.61,1,ok,ok,drift: new_order -160 | drift: new_order -160,sf1
tpcc,SQLALCHEMY,T4,Delivery,Oracle,Indexed,1,0.041892,0.108424,158.82,1,ok,ok,drift: new_order -160 | drift: new_order -160,sf1
tpcc,DJANGO,T5,Stock-Level,Oracle,Indexed,1,0.10158,0.114356,12.58,1,ok,ok,,sf1
tpcc,SQLALCHEMY,T5,Stock-Level,Oracle,Indexed,1,0.102811,0.1032,0.38,1,ok,ok,,sf1
tpch,DJANGO,Q01,Pricing Summary Report,Oracle,Non-Indexed,1,4.192701,4.72618,12.72,4,ok,ok,,sf1
tpch,SQLALCHEMY,Q01,Pricing Summary Report,Oracle,Non-Indexed,1,4.059235,4.714839,16.52,4,ok,ok,,sf1
tpch,DJANGO,Q02,Minimum Cost Supplier,Oracle,Non-Indexed,1,0.032764,0.104899,224.6,100,ok,ok,,sf1
tpch,SQLALCHEMY,Q02,Minimum Cost Supplier,Oracle,Non-Indexed,1,0.03301,0.048425,46.55,100,ok,ok,,sf1
tpch,DJANGO,Q03,Shipping Priority,Oracle,Non-Indexed,1,1.196891,1.06791,-10.77,10,ok,ok,,sf1
tpch,SQLALCHEMY,Q03,Shipping Priority,Oracle,Non-Indexed,1,1.077644,1.106378,2.77,10,ok,ok,,sf1
tpch,DJANGO,Q04,Order Priority Checking,Oracle,Non-Indexed,1,1.078267,0.621295,-42.3,5,ok,ok,,sf1
tpch,SQLALCHEMY,Q04,Order Priority Checking,Oracle,Non-Indexed,1,1.076331,1.089494,1.08,5,ok,ok,,sf1
tpch,DJANGO,Q05,Local Supplier Volume,Oracle,Non-Indexed,1,1.380109,1.022604,-26.02,5,ok,ok,,sf1
tpch,SQLALCHEMY,Q05,Local Supplier Volume,Oracle,Non-Indexed,1,1.377041,1.409474,1.81,5,ok,ok,,sf1
tpch,DJANGO,Q06,Forecasting Revenue Change,Oracle,Non-Indexed,1,0.752151,0.708535,-5.78,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q06,Forecasting Revenue Change,Oracle,Non-Indexed,1,0.706039,0.709592,0.67,1,ok,ok,,sf1
tpch,DJANGO,Q07,Volume Shipping,Oracle,Non-Indexed,1,1.228662,1.222396,-0.56,4,ok,ok,,sf1
tpch,SQLALCHEMY,Q07,Volume Shipping,Oracle,Non-Indexed,1,1.215527,1.216179,0.21,4,ok,ok,,sf1
tpch,DJANGO,Q08,National Market Share,Oracle,Non-Indexed,1,1.070644,1.074504,0.42,2,ok,ok,,sf1
tpch,SQLALCHEMY,Q08,National Market Share,Oracle,Non-Indexed,1,1.079443,1.079678,-0.1,2,ok,ok,,sf1
tpch,DJANGO,Q09,Product Type Profit Measure,Oracle,Non-Indexed,1,2.295763,3.945568,72.89,175,ok,ok,,sf1
tpch,SQLALCHEMY,Q09,Product Type Profit Measure,Oracle,Non-Indexed,1,2.270593,2.396618,1.37,175,ok,ok,,sf1
tpch,DJANGO,Q10,Returned Item Reporting,Oracle,Non-Indexed,1,0.945902,0.949519,0.59,20,ok,ok,,sf1
tpch,SQLALCHEMY,Q10,Returned Item Reporting,Oracle,Non-Indexed,1,0.948241,0.977701,3.1,20,ok,ok,,sf1
tpch,DJANGO,Q11,Important Stock Identification,Oracle,Non-Indexed,1,0.277309,0.488999,76.34,1048,ok,ok,,sf1
tpch,SQLALCHEMY,Q11,Important Stock Identification,Oracle,Non-Indexed,1,0.280139,0.491856,76.66,1048,ok,ok,,sf1
tpch,DJANGO,Q12,Shipping Modes and Order Priority,Oracle,Non-Indexed,1,1.12062,1.328137,3.73,2,ok,ok,,sf1
tpch,SQLALCHEMY,Q12,Shipping Modes and Order Priority,Oracle,Non-Indexed,1,1.120112,1.245093,-2.63,2,ok,ok,,sf1
tpch,DJANGO,Q13,Customer Distribution,Oracle,Non-Indexed,1,1.334474,,,,ok,not_expressible,not expressible in this ORM on this vendor (C17),sf1
tpch,SQLALCHEMY,Q13,Customer Distribution,Oracle,Non-Indexed,1,1.333621,1.302852,-2.08,42,ok,ok,,sf1
tpch,DJANGO,Q14,Promotion Effect,Oracle,Non-Indexed,1,0.742802,0.755103,1.23,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q14,Promotion Effect,Oracle,Non-Indexed,1,0.741221,0.750102,0.6,1,ok,ok,,sf1
tpch,DJANGO,Q15,Top Supplier,Oracle,Non-Indexed,1,0.766369,1.626301,106.73,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q15,Top Supplier,Oracle,Non-Indexed,1,0.772944,1.920572,145.73,1,ok,ok,,sf1
tpch,DJANGO,Q16,Parts/Supplier Relationship,Oracle,Non-Indexed,1,0.353219,0.377647,6.88,18314,ok,ok,,sf1
tpch,SQLALCHEMY,Q16,Parts/Supplier Relationship,Oracle,Non-Indexed,1,0.359928,0.418363,16.72,18314,ok,ok,,sf1
tpch,DJANGO,Q17,Small-Quantity-Order Revenue,Oracle,Non-Indexed,1,0.73336,560.952931,75799.7,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q17,Small-Quantity-Order Revenue,Oracle,Non-Indexed,1,0.732318,0.735852,0.44,1,ok,ok,,sf1
tpch,DJANGO,Q18,Large Volume Customer,Oracle,Non-Indexed,1,2.261445,2.282783,0.94,57,ok,ok,,sf1
tpch,SQLALCHEMY,Q18,Large Volume Customer,Oracle,Non-Indexed,1,2.287254,2.289805,0.16,57,ok,ok,,sf1
tpch,DJANGO,Q19,Discounted Revenue,Oracle,Non-Indexed,1,0.934816,1.75297,87.15,1,ok,ok,,sf1
tpch,SQLALCHEMY,Q19,Discounted Revenue,Oracle,Non-Indexed,1,0.935495,1.769407,89.36,1,ok,ok,,sf1
tpch,DJANGO,Q20,Potential Part Promotion,Oracle,Non-Indexed,1,0.901101,271.049829,31103.35,186,ok,ok,,sf1
tpch,SQLALCHEMY,Q20,Potential Part Promotion,Oracle,Non-Indexed,1,0.90188,0.914553,0.05,186,ok,ok,,sf1
tpch,DJANGO,Q21,Suppliers Who Kept Orders Waiting,Oracle,Non-Indexed,1,3.108846,2.644754,-11.75,100,ok,ok,,sf1
tpch,SQLALCHEMY,Q21,Suppliers Who Kept Orders Waiting,Oracle,Non-Indexed,1,2.957456,3.262351,0.57,100,ok,ok,,sf1
tpch,DJANGO,Q22,Global Sales Opportunity,Oracle,Non-Indexed,1,0.238619,0.317893,33.35,7,ok,ok,,sf1
tpch,SQLALCHEMY,Q22,Global Sales Opportunity,Oracle,Non-Indexed,1,0.239332,0.242159,1.17,7,ok,ok,,sf1
tpcc,DJANGO,T1,New-Order,Oracle,Non-Indexed,1,0.028095,0.042978,52.97,1,ok,ok,"drift: new_order +16, order +16, order_line +145 | drift: new_order +16, order +16, order_line +145",sf1
tpcc,SQLALCHEMY,T1,New-Order,Oracle,Non-Indexed,1,0.027902,0.063044,125.95,1,ok,ok,"drift: new_order +16, order +16, order_line +145 | drift: new_order +16, order +16, order_line +145",sf1
tpcc,DJANGO,T2,Payment,Oracle,Non-Indexed,1,0.004485,0.014751,228.9,1,ok,ok,drift: history +16 | drift: history +16,sf1
tpcc,SQLALCHEMY,T2,Payment,Oracle,Non-Indexed,1,0.006315,0.012478,97.59,1,ok,ok,drift: history +16 | drift: history +16,sf1
tpcc,DJANGO,T3,Order-Status,Oracle,Non-Indexed,1,0.006957,0.019494,180.21,1,ok,ok,,sf1
tpcc,SQLALCHEMY,T3,Order-Status,Oracle,Non-Indexed,1,0.003242,0.009578,195.43,1,ok,ok,,sf1
tpcc,DJANGO,T4,Delivery,Oracle,Non-Indexed,1,0.049679,0.115947,133.39,1,ok,ok,drift: new_order -160 | drift: new_order -160,sf1
tpcc,SQLALCHEMY,T4,Delivery,Oracle,Non-Indexed,1,0.043182,0.104267,141.46,1,ok,ok,drift: new_order -160 | drift: new_order -160,sf1
tpcc,DJANGO,T5,Stock-Level,Oracle,Non-Indexed,1,0.10513,0.116088,10.42,1,ok,ok,,sf1
tpcc,SQLALCHEMY,T5,Stock-Level,Oracle,Non-Indexed,1,0.103899,0.117841,13.42,1,ok,ok,,sf1
